At time 0.29: Service-1 Finished, Queue 1 Length: 1000, Queue 2 Length: 0
At time 1764.96: Service-2 Finished, Queue 1 Length: 2948, Queue 2 Length: 37
At time 1764.99: Service-2 Finished, Queue 1 Length: 2948, Queue 2 Length: 36
At time 1765.04: Service-2 Finished, Queue 1 Length: 2948, Queue 2 Length: 35
At time 1765.15: Arrival, Queue 1 Length: 2948, Queue 2 Length: 34
At time 1765.18: Arrival, Queue 1 Length: 2949, Queue 2 Length: 34
At time 1765.32: Service-1 Finished, Queue 1 Length: 2950, Queue 2 Length: 34
At time 1765.34: Service-2 Finished, Queue 1 Length: 2949, Queue 2 Length: 35
At time 1765.37: Service-2 Finished, Queue 1 Length: 2949, Queue 2 Length: 34
At time 1765.39: Service-2 Finished, Queue 1 Length: 2949, Queue 2 Length: 33
At time 1765.44: Arrival, Queue 1 Length: 2949, Queue 2 Length: 32
At time 1765.47: Service-2 Finished, Queue 1 Length: 2950, Queue 2 Length: 32
At time 1765.51: Service-2 Finished, Queue 1 Length: 2950, Queue 2 Length: 31
At time 1765.52: Service-2 Finished, Queue 1 Length: 2950, Queue 2 Length: 30
At time 1765.61: Service-1 Finished, Queue 1 Length: 2950, Queue 2 Length: 29
At time 1765.62: Arrival, Queue 1 Length: 2949, Queue 2 Length: 30
At time 1765.81: Arrival, Queue 1 Length: 2950, Queue 2 Length: 30
At time 1765.86: Service-2 Finished, Queue 1 Length: 2951, Queue 2 Length: 30
At time 1765.93: Arrival, Queue 1 Length: 2951, Queue 2 Length: 29
At time 1766.05: Service-2 Finished, Queue 1 Length: 2952, Queue 2 Length: 29
At time 1766.15: Arrival, Queue 1 Length: 2952, Queue 2 Length: 28
At time 1766.19: Arrival, Queue 1 Length: 2953, Queue 2 Length: 28
At time 1766.29: Service-2 Finished, Queue 1 Length: 2954, Queue 2 Length: 28
At time 1766.44: Service-1 Finished, Queue 1 Length: 2954, Queue 2 Length: 27
At time 1766.60: Service-2 Finished, Queue 1 Length: 2953, Queue 2 Length: 28
At time 1766.71: Arrival, Queue 1 Length: 2953, Queue 2 Length: 27
At time 1766.73: Arrival, Queue 1 Length: 2954, Queue 2 Length: 27
At time 1766.80: Arrival, Queue 1 Length: 2955, Queue 2 Length: 27
At time 1766.95: Arrival, Queue 1 Length: 2956, Queue 2 Length: 27
At time 1766.99: Service-1 Finished, Queue 1 Length: 2957, Queue 2 Length: 27
At time 1767.09: Service-2 Finished, Queue 1 Length: 2956, Queue 2 Length: 28
At time 1767.10: Arrival, Queue 1 Length: 2956, Queue 2 Length: 27
At time 1767.18: Arrival, Queue 1 Length: 2957, Queue 2 Length: 27
At time 1767.19: Service-2 Finished, Queue 1 Length: 2958, Queue 2 Length: 27
At time 1767.22: Arrival, Queue 1 Length: 2958, Queue 2 Length: 26
At time 1767.24: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 26
At time 1767.59: Service-1 Finished, Queue 1 Length: 2959, Queue 2 Length: 25
At time 1767.63: Service-2 Finished, Queue 1 Length: 2958, Queue 2 Length: 26
At time 1767.69: Service-2 Finished, Queue 1 Length: 2958, Queue 2 Length: 25
At time 1767.98: Arrival, Queue 1 Length: 2958, Queue 2 Length: 24
At time 1768.03: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 24
At time 1768.25: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 23
At time 1768.40: Service-1 Finished, Queue 1 Length: 2959, Queue 2 Length: 22
At time 1768.66: Arrival, Queue 1 Length: 2958, Queue 2 Length: 23
At time 1768.79: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 23
At time 1768.80: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 22
At time 1768.81: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 21
At time 1768.83: Service-2 Finished, Queue 1 Length: 2959, Queue 2 Length: 20
At time 1768.84: Arrival, Queue 1 Length: 2959, Queue 2 Length: 19
At time 1769.04: Service-2 Finished, Queue 1 Length: 2960, Queue 2 Length: 19
At time 1769.07: Arrival, Queue 1 Length: 2960, Queue 2 Length: 18
At time 1769.21: Service-1 Finished, Queue 1 Length: 2961, Queue 2 Length: 18
At time 1769.22: Arrival, Queue 1 Length: 2960, Queue 2 Length: 19
At time 1769.26: Arrival, Queue 1 Length: 2961, Queue 2 Length: 19
At time 1769.30: Service-1 Finished, Queue 1 Length: 2962, Queue 2 Length: 19
At time 1769.39: Arrival, Queue 1 Length: 2961, Queue 2 Length: 20
At time 1769.39: Arrival, Queue 1 Length: 2962, Queue 2 Length: 20
At time 1769.43: Service-1 Finished, Queue 1 Length: 2963, Queue 2 Length: 20
At time 1769.57: Service-2 Finished, Queue 1 Length: 2962, Queue 2 Length: 21
At time 1769.62: Arrival, Queue 1 Length: 2962, Queue 2 Length: 20
At time 1769.64: Arrival, Queue 1 Length: 2963, Queue 2 Length: 20
At time 1769.76: Service-2 Finished, Queue 1 Length: 2964, Queue 2 Length: 20
At time 1769.78: Arrival, Queue 1 Length: 2964, Queue 2 Length: 19
At time 1769.96: Service-2 Finished, Queue 1 Length: 2965, Queue 2 Length: 19
At time 1770.04: Service-2 Finished, Queue 1 Length: 2965, Queue 2 Length: 18
At time 1770.18: Arrival, Queue 1 Length: 2965, Queue 2 Length: 17
At time 1770.20: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 17
At time 1770.25: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 16
At time 1770.37: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 15
At time 1770.38: Arrival, Queue 1 Length: 2966, Queue 2 Length: 14
At time 1770.47: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 14
At time 1770.48: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 13
At time 1770.51: Service-1 Finished, Queue 1 Length: 2967, Queue 2 Length: 12
At time 1770.67: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 13
At time 1770.69: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 12
At time 1770.70: Service-1 Finished, Queue 1 Length: 2966, Queue 2 Length: 11
At time 1770.87: Service-2 Finished, Queue 1 Length: 2965, Queue 2 Length: 12
At time 1770.91: Arrival, Queue 1 Length: 2965, Queue 2 Length: 11
At time 1771.02: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 11
At time 1771.05: Service-2 Finished, Queue 1 Length: 2966, Queue 2 Length: 10
At time 1771.06: Arrival, Queue 1 Length: 2966, Queue 2 Length: 9
At time 1771.11: Service-1 Finished, Queue 1 Length: 2967, Queue 2 Length: 9
At time 1771.24: Service-1 Finished, Queue 1 Length: 2966, Queue 2 Length: 10
At time 1771.27: Arrival, Queue 1 Length: 2965, Queue 2 Length: 11
At time 1771.52: Arrival, Queue 1 Length: 2966, Queue 2 Length: 11
At time 1771.84: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 11
At time 1771.90: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 10
At time 1772.20: Service-1 Finished, Queue 1 Length: 2967, Queue 2 Length: 9
At time 1772.27: Arrival, Queue 1 Length: 2966, Queue 2 Length: 10
At time 1772.35: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 10
At time 1772.36: Arrival, Queue 1 Length: 2967, Queue 2 Length: 9
At time 1772.36: Arrival, Queue 1 Length: 2968, Queue 2 Length: 9
At time 1772.43: Service-1 Finished, Queue 1 Length: 2969, Queue 2 Length: 9
At time 1772.44: Arrival, Queue 1 Length: 2968, Queue 2 Length: 10
At time 1772.58: Service-1 Finished, Queue 1 Length: 2969, Queue 2 Length: 10
At time 1772.62: Service-1 Finished, Queue 1 Length: 2968, Queue 2 Length: 11
At time 1772.67: Arrival, Queue 1 Length: 2967, Queue 2 Length: 12
At time 1772.78: Service-1 Finished, Queue 1 Length: 2968, Queue 2 Length: 12
At time 1772.80: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 13
At time 1772.80: Arrival, Queue 1 Length: 2967, Queue 2 Length: 12
At time 1772.87: Service-1 Finished, Queue 1 Length: 2968, Queue 2 Length: 12
At time 1772.92: Service-2 Finished, Queue 1 Length: 2967, Queue 2 Length: 13
At time 1772.94: Arrival, Queue 1 Length: 2967, Queue 2 Length: 12
At time 1772.98: Service-1 Finished, Queue 1 Length: 2968, Queue 2 Length: 12
At time 1772.99: Arrival, Queue 1 Length: 2967, Queue 2 Length: 13
At time 1773.13: Service-1 Finished, Queue 1 Length: 2968, Queue 2 Length: 13
At time 1773.19: Arrival, Queue 1 Length: 2967, Queue 2 Length: 14
At time 1773.22: Service-2 Finished, Queue 1 Length: 2968, Queue 2 Length: 14
At time 1773.24: Service-1 Finished, Queue 1 Length: 2968, Queue 2 Length: 13
At time 1773.28: Arrival, Queue 1 Length: 2967, Queue 2 Length: 14
At time 1773.47: Service-2 Finished, Queue 1 Length: 2968, Queue 2 Length: 14
At time 1773.48: Arrival, Queue 1 Length: 2968, Queue 2 Length: 13
At time 1773.54: Arrival, Queue 1 Length: 2969, Queue 2 Length: 13
At time 1773.59: Arrival, Queue 1 Length: 2970, Queue 2 Length: 13
At time 1773.85: Service-2 Finished, Queue 1 Length: 2971, Queue 2 Length: 13
At time 1773.87: Service-2 Finished, Queue 1 Length: 2971, Queue 2 Length: 12
At time 1774.13: Service-2 Finished, Queue 1 Length: 2971, Queue 2 Length: 11
At time 1774.22: Arrival, Queue 1 Length: 2971, Queue 2 Length: 10
At time 1774.27: Arrival, Queue 1 Length: 2972, Queue 2 Length: 10
At time 1774.33: Service-2 Finished, Queue 1 Length: 2973, Queue 2 Length: 10
At time 1774.39: Arrival, Queue 1 Length: 2973, Queue 2 Length: 9
At time 1774.43: Service-1 Finished, Queue 1 Length: 2974, Queue 2 Length: 9
At time 1774.43: Arrival, Queue 1 Length: 2973, Queue 2 Length: 10
At time 1774.44: Service-2 Finished, Queue 1 Length: 2974, Queue 2 Length: 10
At time 1774.58: Service-2 Finished, Queue 1 Length: 2974, Queue 2 Length: 9
At time 1774.62: Service-1 Finished, Queue 1 Length: 2974, Queue 2 Length: 8
At time 1774.70: Arrival, Queue 1 Length: 2973, Queue 2 Length: 9
At time 1774.79: Arrival, Queue 1 Length: 2974, Queue 2 Length: 9
At time 1774.83: Service-2 Finished, Queue 1 Length: 2975, Queue 2 Length: 9
At time 1774.91: Service-2 Finished, Queue 1 Length: 2975, Queue 2 Length: 8
At time 1774.98: Service-2 Finished, Queue 1 Length: 2975, Queue 2 Length: 7
At time 1775.20: Service-1 Finished, Queue 1 Length: 2975, Queue 2 Length: 6
At time 1775.28: Service-1 Finished, Queue 1 Length: 2974, Queue 2 Length: 7
At time 1775.44: Arrival, Queue 1 Length: 2973, Queue 2 Length: 8
At time 1775.55: Arrival, Queue 1 Length: 2974, Queue 2 Length: 8
At time 1775.58: Service-2 Finished, Queue 1 Length: 2975, Queue 2 Length: 8
At time 1775.59: Service-1 Finished, Queue 1 Length: 2975, Queue 2 Length: 7
At time 1775.74: Service-2 Finished, Queue 1 Length: 2974, Queue 2 Length: 8
At time 1775.77: Arrival, Queue 1 Length: 2974, Queue 2 Length: 7
At time 1775.86: Arrival, Queue 1 Length: 2975, Queue 2 Length: 7
At time 1775.86: Service-1 Finished, Queue 1 Length: 2976, Queue 2 Length: 7
At time 1775.86: Service-2 Finished, Queue 1 Length: 2975, Queue 2 Length: 8
At time 1775.96: Arrival, Queue 1 Length: 2975, Queue 2 Length: 7
At time 1776.04: Arrival, Queue 1 Length: 2976, Queue 2 Length: 7
At time 1776.11: Arrival, Queue 1 Length: 2977, Queue 2 Length: 7
At time 1776.11: Arrival, Queue 1 Length: 2978, Queue 2 Length: 7
At time 1776.14: Arrival, Queue 1 Length: 2979, Queue 2 Length: 7
At time 1776.27: Arrival, Queue 1 Length: 2980, Queue 2 Length: 7
At time 1776.69: Arrival, Queue 1 Length: 2981, Queue 2 Length: 7
At time 1776.77: Service-1 Finished, Queue 1 Length: 2982, Queue 2 Length: 7
At time 1776.82: Service-1 Finished, Queue 1 Length: 2981, Queue 2 Length: 8
At time 1776.83: Arrival, Queue 1 Length: 2980, Queue 2 Length: 9
At time 1776.88: Service-1 Finished, Queue 1 Length: 2981, Queue 2 Length: 9
At time 1776.90: Service-2 Finished, Queue 1 Length: 2980, Queue 2 Length: 10
At time 1776.91: Arrival, Queue 1 Length: 2980, Queue 2 Length: 9
At time 1777.01: Service-1 Finished, Queue 1 Length: 2981, Queue 2 Length: 9
At time 1777.02: Service-2 Finished, Queue 1 Length: 2980, Queue 2 Length: 10
At time 1777.03: Arrival, Queue 1 Length: 2980, Queue 2 Length: 9
At time 1777.07: Service-1 Finished, Queue 1 Length: 2981, Queue 2 Length: 9
At time 1777.18: Service-2 Finished, Queue 1 Length: 2980, Queue 2 Length: 10
At time 1777.24: Service-2 Finished, Queue 1 Length: 2980, Queue 2 Length: 9
At time 1777.24: Service-2 Finished, Queue 1 Length: 2980, Queue 2 Length: 8
At time 1777.34: Service-2 Finished, Queue 1 Length: 2980, Queue 2 Length: 7
At time 1777.40: Arrival, Queue 1 Length: 2980, Queue 2 Length: 6
At time 1777.49: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 6
At time 1777.55: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 5
At time 1777.56: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 4
At time 1777.72: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 3
At time 1777.83: Service-1 Finished, Queue 1 Length: 2981, Queue 2 Length: 2
At time 1777.84: Arrival, Queue 1 Length: 2980, Queue 2 Length: 3
At time 1777.91: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 3
At time 1777.93: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 2
At time 1777.94: Arrival, Queue 1 Length: 2981, Queue 2 Length: 1
At time 1778.09: Arrival, Queue 1 Length: 2982, Queue 2 Length: 1
At time 1778.12: Arrival, Queue 1 Length: 2983, Queue 2 Length: 1
At time 1778.21: Arrival, Queue 1 Length: 2984, Queue 2 Length: 1
At time 1778.34: Arrival, Queue 1 Length: 2985, Queue 2 Length: 1
At time 1778.35: Arrival, Queue 1 Length: 2986, Queue 2 Length: 1
At time 1778.36: Arrival, Queue 1 Length: 2987, Queue 2 Length: 1
At time 1778.38: Service-1 Finished, Queue 1 Length: 2988, Queue 2 Length: 1
At time 1778.50: Service-2 Finished, Queue 1 Length: 2987, Queue 2 Length: 2
At time 1778.53: Service-2 Finished, Queue 1 Length: 2987, Queue 2 Length: 1
At time 1778.59: Service-1 Finished, Queue 1 Length: 2987, Queue 2 Length: 0
At time 1778.61: Service-1 Finished, Queue 1 Length: 2986, Queue 2 Length: 1
At time 1778.71: Service-1 Finished, Queue 1 Length: 2985, Queue 2 Length: 2
At time 1778.73: Service-1 Finished, Queue 1 Length: 2984, Queue 2 Length: 3
At time 1778.78: Service-2 Finished, Queue 1 Length: 2983, Queue 2 Length: 4
At time 1778.82: Service-1 Finished, Queue 1 Length: 2983, Queue 2 Length: 3
At time 1778.82: Service-2 Finished, Queue 1 Length: 2982, Queue 2 Length: 4
At time 1778.91: Service-1 Finished, Queue 1 Length: 2982, Queue 2 Length: 3
At time 1779.12: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 4
At time 1779.28: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 3
At time 1779.40: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 2
At time 1779.42: Arrival, Queue 1 Length: 2981, Queue 2 Length: 1
At time 1779.49: Arrival, Queue 1 Length: 2982, Queue 2 Length: 1
At time 1779.54: Arrival, Queue 1 Length: 2983, Queue 2 Length: 1
At time 1779.56: Service-1 Finished, Queue 1 Length: 2984, Queue 2 Length: 1
At time 1779.58: Arrival, Queue 1 Length: 2983, Queue 2 Length: 2
At time 1779.98: Service-2 Finished, Queue 1 Length: 2984, Queue 2 Length: 2
At time 1780.04: Service-1 Finished, Queue 1 Length: 2984, Queue 2 Length: 1
At time 1780.19: Service-2 Finished, Queue 1 Length: 2983, Queue 2 Length: 2
At time 1780.28: Service-1 Finished, Queue 1 Length: 2983, Queue 2 Length: 1
At time 1780.38: Service-1 Finished, Queue 1 Length: 2982, Queue 2 Length: 2
At time 1780.41: Arrival, Queue 1 Length: 2981, Queue 2 Length: 3
At time 1780.51: Service-1 Finished, Queue 1 Length: 2982, Queue 2 Length: 3
At time 1780.62: Service-2 Finished, Queue 1 Length: 2981, Queue 2 Length: 4
At time 1780.69: Arrival, Queue 1 Length: 2981, Queue 2 Length: 3
At time 1780.72: Arrival, Queue 1 Length: 2982, Queue 2 Length: 3
At time 1780.78: Arrival, Queue 1 Length: 2983, Queue 2 Length: 3
At time 1780.79: Service-2 Finished, Queue 1 Length: 2984, Queue 2 Length: 3
At time 1780.85: Service-2 Finished, Queue 1 Length: 2984, Queue 2 Length: 2
At time 1781.00: Service-1 Finished, Queue 1 Length: 2984, Queue 2 Length: 1
At time 1781.00: Service-2 Finished, Queue 1 Length: 2983, Queue 2 Length: 2
At time 1781.02: Service-1 Finished, Queue 1 Length: 2983, Queue 2 Length: 1
At time 1781.26: Arrival, Queue 1 Length: 2982, Queue 2 Length: 2
At time 1781.26: Arrival, Queue 1 Length: 2983, Queue 2 Length: 2
At time 1781.38: Service-2 Finished, Queue 1 Length: 2984, Queue 2 Length: 2
At time 1781.58: Arrival, Queue 1 Length: 2984, Queue 2 Length: 1
At time 1781.68: Service-2 Finished, Queue 1 Length: 2985, Queue 2 Length: 1
At time 1781.74: Arrival, Queue 1 Length: 2985, Queue 2 Length: 0
At time 1781.90: Service-1 Finished, Queue 1 Length: 2986, Queue 2 Length: 0
At time 1781.94: Arrival, Queue 1 Length: 2985, Queue 2 Length: 1
At time 1782.12: Service-2 Finished, Queue 1 Length: 2986, Queue 2 Length: 1
At time 1782.16: Arrival, Queue 1 Length: 2986, Queue 2 Length: 0
At time 1782.17: Arrival, Queue 1 Length: 2987, Queue 2 Length: 0
At time 1782.35: Arrival, Queue 1 Length: 2988, Queue 2 Length: 0
At time 1782.58: Service-1 Finished, Queue 1 Length: 2989, Queue 2 Length: 0
At time 1782.71: Arrival, Queue 1 Length: 2988, Queue 2 Length: 1
At time 1782.81: Service-2 Finished, Queue 1 Length: 2989, Queue 2 Length: 1
At time 1783.23: Arrival, Queue 1 Length: 2989, Queue 2 Length: 0
At time 1783.30: Arrival, Queue 1 Length: 2990, Queue 2 Length: 0
At time 1783.34: Arrival, Queue 1 Length: 2991, Queue 2 Length: 0
At time 1783.68: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 0
At time 1783.86: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 1
At time 1783.91: Arrival, Queue 1 Length: 2991, Queue 2 Length: 0
At time 1784.02: Arrival, Queue 1 Length: 2992, Queue 2 Length: 0
At time 1784.27: Arrival, Queue 1 Length: 2993, Queue 2 Length: 0
At time 1784.28: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 0
At time 1784.38: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 1
At time 1784.38: Arrival, Queue 1 Length: 2993, Queue 2 Length: 0
At time 1784.40: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 0
At time 1784.48: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 1
At time 1784.50: Arrival, Queue 1 Length: 2993, Queue 2 Length: 0
At time 1784.59: Arrival, Queue 1 Length: 2994, Queue 2 Length: 0
At time 1784.75: Arrival, Queue 1 Length: 2995, Queue 2 Length: 0
At time 1784.78: Arrival, Queue 1 Length: 2996, Queue 2 Length: 0
At time 1784.87: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 0
At time 1784.90: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 1
At time 1784.92: Arrival, Queue 1 Length: 2996, Queue 2 Length: 0
At time 1784.96: Arrival, Queue 1 Length: 2997, Queue 2 Length: 0
At time 1785.07: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 0
At time 1785.11: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 1
At time 1785.16: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 2
At time 1785.27: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 1
At time 1785.37: Arrival, Queue 1 Length: 2996, Queue 2 Length: 0
At time 1785.42: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 0
At time 1785.55: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 1
At time 1785.78: Arrival, Queue 1 Length: 2996, Queue 2 Length: 0
At time 1785.82: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 0
At time 1785.87: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 1
At time 1785.94: Arrival, Queue 1 Length: 2995, Queue 2 Length: 2
At time 1785.97: Arrival, Queue 1 Length: 2996, Queue 2 Length: 2
At time 1786.12: Arrival, Queue 1 Length: 2997, Queue 2 Length: 2
At time 1786.18: Arrival, Queue 1 Length: 2998, Queue 2 Length: 2
At time 1786.24: Service-2 Finished, Queue 1 Length: 2999, Queue 2 Length: 2
At time 1786.29: Arrival, Queue 1 Length: 2999, Queue 2 Length: 1
At time 1786.29: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 1
At time 1786.42: Arrival, Queue 1 Length: 2999, Queue 2 Length: 2
At time 1786.55: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 2
At time 1786.58: Arrival, Queue 1 Length: 2999, Queue 2 Length: 3
At time 1786.81: Service-2 Finished, Queue 1 Length: 3000, Queue 2 Length: 3
At time 1786.88: Service-2 Finished, Queue 1 Length: 3000, Queue 2 Length: 2
At time 1787.09: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 1
At time 1787.16: Service-1 Finished, Queue 1 Length: 2999, Queue 2 Length: 2
At time 1787.33: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 3
At time 1787.39: Arrival, Queue 1 Length: 2997, Queue 2 Length: 4
At time 1787.41: Service-2 Finished, Queue 1 Length: 2998, Queue 2 Length: 4
At time 1787.75: Arrival, Queue 1 Length: 2998, Queue 2 Length: 3
At time 1787.86: Service-1 Finished, Queue 1 Length: 2999, Queue 2 Length: 3
At time 1787.93: Service-2 Finished, Queue 1 Length: 2998, Queue 2 Length: 4
At time 1787.98: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 3
At time 1788.03: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 4
At time 1788.21: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 5
At time 1788.22: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 6
At time 1788.23: Arrival, Queue 1 Length: 2994, Queue 2 Length: 7
At time 1788.34: Arrival, Queue 1 Length: 2995, Queue 2 Length: 7
At time 1788.34: Arrival, Queue 1 Length: 2996, Queue 2 Length: 7
At time 1788.39: Arrival, Queue 1 Length: 2997, Queue 2 Length: 7
At time 1788.39: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 7
At time 1788.50: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 8
At time 1788.51: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 9
At time 1788.63: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 8
At time 1788.83: Arrival, Queue 1 Length: 2995, Queue 2 Length: 9
At time 1788.85: Arrival, Queue 1 Length: 2996, Queue 2 Length: 9
At time 1789.13: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 9
At time 1789.18: Arrival, Queue 1 Length: 2996, Queue 2 Length: 10
At time 1789.30: Arrival, Queue 1 Length: 2997, Queue 2 Length: 10
At time 1789.31: Service-2 Finished, Queue 1 Length: 2998, Queue 2 Length: 10
At time 1789.40: Service-2 Finished, Queue 1 Length: 2998, Queue 2 Length: 9
At time 1789.46: Arrival, Queue 1 Length: 2998, Queue 2 Length: 8
At time 1789.47: Service-1 Finished, Queue 1 Length: 2999, Queue 2 Length: 8
At time 1789.52: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 9
At time 1789.68: Service-2 Finished, Queue 1 Length: 2997, Queue 2 Length: 10
At time 1789.69: Service-2 Finished, Queue 1 Length: 2997, Queue 2 Length: 9
At time 1789.76: Service-2 Finished, Queue 1 Length: 2997, Queue 2 Length: 8
At time 1789.82: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 7
At time 1789.87: Arrival, Queue 1 Length: 2996, Queue 2 Length: 8
At time 1789.99: Arrival, Queue 1 Length: 2997, Queue 2 Length: 8
At time 1790.12: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 8
At time 1790.18: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 9
At time 1790.28: Arrival, Queue 1 Length: 2996, Queue 2 Length: 10
At time 1790.28: Arrival, Queue 1 Length: 2997, Queue 2 Length: 10
At time 1790.46: Arrival, Queue 1 Length: 2998, Queue 2 Length: 10
At time 1790.47: Arrival, Queue 1 Length: 2999, Queue 2 Length: 10
At time 1790.49: Arrival, Queue 1 Length: 3000, Queue 2 Length: 10
At time 1790.67: Service-2 Finished, Queue 1 Length: 3001, Queue 2 Length: 10
At time 1790.83: Service-1 Finished, Queue 1 Length: 3001, Queue 2 Length: 9
At time 1790.84: Arrival, Queue 1 Length: 3000, Queue 2 Length: 10
At time 1790.94: Arrival, Queue 1 Length: 3001, Queue 2 Length: 10
At time 1790.96: Service-1 Finished, Queue 1 Length: 3002, Queue 2 Length: 10
At time 1791.01: Arrival, Queue 1 Length: 3001, Queue 2 Length: 11
At time 1791.02: Service-1 Finished, Queue 1 Length: 3002, Queue 2 Length: 11
At time 1791.14: Service-1 Finished, Queue 1 Length: 3001, Queue 2 Length: 12
At time 1791.15: Service-2 Finished, Queue 1 Length: 3000, Queue 2 Length: 13
At time 1791.22: Service-2 Finished, Queue 1 Length: 3000, Queue 2 Length: 12
At time 1791.31: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 11
At time 1791.57: Service-1 Finished, Queue 1 Length: 2999, Queue 2 Length: 12
At time 1791.59: Service-2 Finished, Queue 1 Length: 2998, Queue 2 Length: 13
At time 1791.63: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 12
At time 1791.81: Service-2 Finished, Queue 1 Length: 2997, Queue 2 Length: 13
At time 1791.95: Arrival, Queue 1 Length: 2997, Queue 2 Length: 12
At time 1792.08: Service-2 Finished, Queue 1 Length: 2998, Queue 2 Length: 12
At time 1792.19: Arrival, Queue 1 Length: 2998, Queue 2 Length: 11
At time 1792.21: Arrival, Queue 1 Length: 2999, Queue 2 Length: 11
At time 1792.32: Arrival, Queue 1 Length: 3000, Queue 2 Length: 11
At time 1792.35: Service-1 Finished, Queue 1 Length: 3001, Queue 2 Length: 11
At time 1792.40: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 12
At time 1792.43: Service-1 Finished, Queue 1 Length: 2999, Queue 2 Length: 13
At time 1792.44: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 14
At time 1792.91: Service-2 Finished, Queue 1 Length: 2997, Queue 2 Length: 15
At time 1792.98: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 14
At time 1793.02: Arrival, Queue 1 Length: 2996, Queue 2 Length: 15
At time 1793.12: Arrival, Queue 1 Length: 2997, Queue 2 Length: 15
At time 1793.13: Service-1 Finished, Queue 1 Length: 2998, Queue 2 Length: 15
At time 1793.15: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 16
At time 1793.20: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 17
